"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19"
10.640,0.65,0.13,-1.34,10.640,0.65,0.08,-1.31,10.640,0.64,-0.11,-0.82,10.640,0.65,0.04,-1.07,10.640,0.61,0.14,0.35,10.640,0.60,0.06,1.17,10.640,0.62,0.14,0.41,10.640,0.62,-0.15,0.09,10.640,0.64,-0.10,-0.78,10.640,0.60,-0.01,1.17,10.640,0.64,0.01,-0.89,10.640,0.63,-0.18,-0.44,10.640,0.65,-0.01,-1.23,10.640,0.60,0.10,0.74,10.640,0.61,-0.13,0.72,10.640,0.64,-0.05,-0.85,10.640,0.65,0.01,-1.18,10.640,0.59,-0.05,1.24,10.640,0.64,-0.15,-0.64
10.680,0.66,0.06,-1.53,10.680,0.65,0.02,-1.34,10.680,0.64,-0.13,-0.54,10.680,0.65,-7.53E-4,-1.11,10.680,0.62,0.15,0.09,10.680,0.60,0.12,0.94,10.680,0.62,0.15,0.11,10.680,0.61,-0.14,0.36,10.680,0.63,-0.14,-0.65,10.680,0.60,0.03,1.08,10.680,0.64,-0.03,-0.88,10.680,0.62,-0.19,-0.04,10.680,0.65,-0.06,-1.03,10.680,0.61,0.13,0.57,10.680,0.60,-0.10,0.91,10.680,0.64,-0.08,-0.75,10.680,0.65,-0.04,-1.13,10.680,0.59,0.01,1.27,10.680,0.63,-0.16,-0.29
10.720,0.66,0.00,-1.55,10.720,0.65,-0.03,-1.26,10.720,0.63,-0.15,-0.29,10.720,0.65,-0.05,-1.07,10.720,0.62,0.15,-0.16,10.720,0.61,0.15,0.50,10.720,0.63,0.15,-0.23,10.720,0.61,-0.12,0.61,10.720,0.63,-0.17,-0.27,10.720,0.60,0.07,0.91,10.720,0.64,-0.07,-0.83,10.720,0.61,-0.18,0.36,10.720,0.64,-0.09,-0.77,10.720,0.61,0.15,0.43,10.720,0.60,-0.06,1.04,10.720,0.64,-0.11,-0.62,10.720,0.65,-0.08,-1.07,10.720,0.59,0.06,1.21,10.720,0.62,-0.17,0.02
10.760,0.66,-0.06,-1.45,10.760,0.65,-0.09,-1.09,10.760,0.62,-0.16,-0.06,10.760,0.64,-0.09,-0.95,10.760,0.63,0.14,-0.43,10.760,0.62,0.15,0.17,10.760,0.63,0.13,-0.52,10.760,0.60,-0.09,0.82,10.760,0.62,-0.17,0.23,10.760,0.60,0.10,0.79,10.760,0.64,-0.10,-0.72,10.760,0.61,-0.15,0.67,10.760,0.64,-0.11,-0.58,10.760,0.62,0.16,0.23,10.760,0.60,-0.01,1.09,10.760,0.63,-0.13,-0.43,10.760,0.64,-0.12,-0.95,10.760,0.60,0.11,1.06,10.760,0.62,-0.16,0.27
10.800,0.65,-0.12,-1.30,10.800,0.64,-0.12,-0.90,10.800,0.62,-0.16,0.18,10.800,0.64,-0.12,-0.74,10.800,0.64,0.11,-0.67,10.800,0.62,0.15,0.05,10.800,0.64,0.10,-0.74,10.800,0.60,-0.06,0.98,10.800,0.61,-0.14,0.57,10.800,0.61,0.13,0.65,10.800,0.63,-0.13,-0.55,10.800,0.60,-0.12,0.90,10.800,0.63,-0.14,-0.42,10.800,0.62,0.17,-0.05,10.800,0.60,0.03,1.07,10.800,0.63,-0.14,-0.17,10.800,0.64,-0.16,-0.73,10.800,0.60,0.14,0.83,10.800,0.61,-0.15,0.53
10.840,0.65,-0.17,-1.03,10.840,0.64,-0.16,-0.67,10.840,0.61,-0.14,0.44,10.840,0.63,-0.15,-0.48,10.840,0.64,0.08,-0.82,10.840,0.63,0.16,-0.08,10.840,0.64,0.07,-0.90,10.840,0.60,-0.01,1.07,10.840,0.61,-0.11,0.70,10.840,0.61,0.16,0.41,10.840,0.63,-0.15,-0.26,10.840,0.60,-0.08,1.07,10.840,0.63,-0.15,-0.20,10.840,0.63,0.16,-0.35,10.840,0.60,0.08,0.96,10.840,0.62,-0.14,0.17,10.840,0.63,-0.18,-0.44,10.840,0.61,0.17,0.54,10.840,0.60,-0.12,0.81
10.880,0.64,-0.21,-0.64,10.880,0.63,-0.18,-0.39,10.880,0.61,-0.12,0.68,10.880,0.63,-0.16,-0.20,10.880,0.64,0.04,-0.85,10.880,0.63,0.16,-0.34,10.880,0.64,0.03,-0.99,10.880,0.60,0.03,1.03,10.880,0.60,-0.09,0.77,10.880,0.62,0.17,0.08,10.880,0.62,-0.15,0.10,10.880,0.59,-0.03,1.17,10.880,0.62,-0.15,0.07,10.880,0.64,0.14,-0.61,10.880,0.60,0.11,0.79,10.880,0.61,-0.13,0.51,10.880,0.62,-0.20,-0.10,10.880,0.62,0.19,0.21,10.880,0.60,-0.08,1.05
10.920,0.63,-0.22,-0.21,10.920,0.62,-0.19,-0.13,10.920,0.60,-0.09,0.87,10.920,0.62,-0.17,0.09,10.920,0.64,0.01,-0.87,10.920,0.64,0.13,-0.64,10.920,0.64,-0.01,-0.99,10.920,0.60,0.07,0.87,10.920,0.60,-0.06,0.88,10.920,0.63,0.17,-0.25,10.920,0.61,-0.14,0.40,10.920,0.59,0.02,1.17,10.920,0.61,-0.14,0.34,10.920,0.64,0.11,-0.87,10.920,0.61,0.14,0.56,10.920,0.61,-0.10,0.72,10.920,0.61,-0.19,0.30,10.920,0.62,0.19,-0.13,10.920,0.60,-0.03,1.18
10.960,0.62,-0.22,0.17,10.960,0.61,-0.18,0.13,10.960,0.60,-0.05,0.99,10.960,0.61,-0.16,0.36,10.960,0.64,-0.03,-0.88,10.960,0.64,0.10,-0.89,10.960,0.64,-0.05,-0.92,10.960,0.61,0.10,0.66,10.960,0.60,-0.02,1.03,10.960,0.63,0.15,-0.54,10.960,0.61,-0.11,0.59,10.960,0.60,0.06,1.10,10.960,0.61,-0.12,0.58,10.960,0.65,0.07,-1.13,10.960,0.61,0.16,0.30,10.960,0.60,-0.06,0.71,10.960,0.61,-0.17,0.71,10.960,0.63,0.18,-0.45,10.960,0.60,0.02,1.23
11.000,0.61,-0.21,0.48,11.000,0.61,-0.18,0.54,11.000,0.60,-0.01,1.03,11.000,0.61,-0.14,0.63,11.000,0.64,-0.06,-0.84,11.000,0.65,0.06,-1.09,11.000,0.64,-0.09,-0.81,11.000,0.61,0.13,0.46,11.000,0.60,0.03,1.06,11.000,0.64,0.12,-0.80,11.000,0.61,-0.09,0.73,11.000,0.60,0.10,0.96,11.000,0.60,-0.10,0.78,11.000,0.65,0.02,-1.33,11.000,0.62,0.17,0.01,11.000,0.60,-0.04,0.62,11.000,0.60,-0.13,1.03,11.000,0.64,0.15,-0.74,11.000,0.60,0.06,1.18
11.040,0.60,-0.18,0.79,11.040,0.60,-0.16,1.11,11.040,0.60,0.04,1.01,11.040,0.60,-0.10,0.86,11.040,0.64,-0.10,-0.71,11.040,0.65,0.01,-1.20,11.040,0.64,-0.12,-0.64,11.040,0.62,0.14,0.27,11.040,0.60,0.08,0.93,11.040,0.64,0.08,-0.95,11.040,0.60,-0.06,0.90,11.040,0.60,0.14,0.76,11.040,0.60,-0.06,0.93,11.040,0.65,-0.04,-1.34,11.040,0.63,0.16,-0.29,11.040,0.60,-0.02,0.70,11.040,0.60,-0.08,1.21,11.040,0.64,0.12,-0.99,11.040,0.60,0.12,0.94
11.080,0.60,-0.14,1.07,11.080,0.59,-0.09,1.52,11.080,0.60,0.08,0.91,11.080,0.60,-0.06,1.01,11.080,0.63,-0.12,-0.51,11.080,0.65,-0.04,-1.18,11.080,0.63,-0.14,-0.37,11.080,0.62,0.15,0.04,11.080,0.61,0.11,0.72,11.080,0.65,0.04,-1.04,11.080,0.60,-0.01,0.99,11.080,0.61,0.17,0.49,11.080,0.60,-0.02,1.01,11.080,0.64,-0.10,-1.08,11.080,0.63,0.14,-0.57,11.080,0.60,0.01,0.90,11.080,0.59,-0.03,1.26,11.080,0.65,0.07,-1.18,11.080,0.61,0.15,0.54
11.120,0.59,-0.09,1.29,11.120,0.59,-0.01,1.27,11.120,0.60,0.11,0.74,11.120,0.60,-0.02,1.08,11.120,0.63,-0.14,-0.27,11.120,0.65,-0.08,-1.04,11.120,0.62,-0.15,-0.02,11.120,0.63,0.15,-0.21,11.120,0.61,0.13,0.47,11.120,0.65,7.83E-4,-1.09,11.120,0.60,0.03,0.91,11.120,0.62,0.18,0.15,11.120,0.60,0.02,0.99,11.120,0.64,-0.13,-0.73,11.120,0.64,0.11,-0.80,11.120,0.60,0.05,0.99,11.120,0.59,0.02,1.24,11.120,0.65,0.02,-1.27,11.120,0.62,0.16,0.17
11.160,0.59,-0.04,1.40,11.160,0.59,0.04,0.79,11.160,0.61,0.14,0.50,11.160,0.60,0.02,1.07,11.160,0.62,-0.14,-0.01,11.160,0.64,-0.13,-0.81,11.160,0.62,-0.14,0.29,11.160,0.63,0.13,-0.46,11.160,0.62,0.15,0.21,11.160,0.65,-0.05,-1.08,11.160,0.60,0.06,0.70,11.160,0.63,0.18,-0.21,11.160,0.60,0.06,0.92,11.160,0.63,-0.15,-0.44,11.160,0.64,0.08,-0.95,11.160,0.61,0.10,0.83,11.160,0.59,0.07,1.16,11.160,0.65,-0.03,-1.25,11.160,0.62,0.15,-0.05
11.200,0.59,0.02,1.42,11.200,0.60,0.02,0.72,11.200,0.61,0.15,0.24,11.200,0.60,0.07,0.99,11.200,0.62,-0.14,0.24,11.200,0.64,-0.16,-0.52,11.200,0.61,-0.12,0.46,11.200,0.64,0.11,-0.68,11.200,0.62,0.15,-0.07,11.200,0.64,-0.09,-0.97,11.200,0.61,0.08,0.52,11.200,0.63,0.16,-0.53,11.200,0.60,0.09,0.86,11.200,0.63,-0.17,-0.21,11.200,0.65,0.03,-1.03,11.200,0.61,0.12,0.52,11.200,0.60,0.11,1.06,11.200,0.65,-0.08,-1.12,11.200,0.63,0.15,-0.22
11.240,0.59,0.08,1.33,11.240,0.60,0.07,1.09,11.240,0.62,0.16,-0.04,11.240,0.60,0.10,0.84,11.240,0.61,-0.12,0.47,11.240,0.63,-0.17,-0.15,11.240,0.61,-0.10,0.52,11.240,0.64,0.08,-0.88,11.240,0.63,0.14,-0.33,11.240,0.64,-0.13,-0.76,11.240,0.61,0.10,0.42,11.240,0.64,0.14,-0.78,11.240,0.61,0.13,0.73,11.240,0.62,-0.17,0.04,11.240,0.65,-0.01,-1.00,11.240,0.62,0.14,0.23,11.240,0.60,0.15,0.88,11.240,0.64,-0.12,-0.92,11.240,0.63,0.14,-0.44
11.280,0.59,0.13,1.14,11.280,0.60,0.13,1.28,11.280,0.63,0.15,-0.31,11.280,0.61,0.14,0.61,11.280,0.61,-0.10,0.67,11.280,0.62,-0.17,0.16,11.280,0.61,-0.08,0.62,11.280,0.64,0.04,-1.04,11.280,0.63,0.12,-0.56,11.280,0.63,-0.15,-0.50,11.280,0.61,0.12,0.32,11.280,0.64,0.10,-0.98,11.280,0.61,0.16,0.43,11.280,0.61,-0.16,0.34,11.280,0.65,-0.05,-0.89,11.280,0.62,0.14,-0.03,11.280,0.61,0.19,0.55,11.280,0.64,-0.16,-0.67,11.280,0.64,0.12,-0.67
11.320,0.60,0.17,0.86,11.320,0.61,0.19,0.72,11.320,0.63,0.13,-0.56,11.320,0.61,0.16,0.35,11.320,0.60,-0.07,0.83,11.320,0.62,-0.15,0.38,11.320,0.60,-0.05,0.79,11.320,0.65,-0.01,-1.09,11.320,0.64,0.09,-0.75,11.320,0.63,-0.17,-0.22,11.320,0.62,0.13,0.11,11.320,0.65,0.06,-1.16,11.320,0.62,0.17,-0.01,11.320,0.61,-0.14,0.61,11.320,0.64,-0.08,-0.79,11.320,0.63,0.13,-0.26,11.320,0.62,0.20,0.06,11.320,0.63,-0.18,-0.40,11.320,0.64,0.08,-0.85
11.360,0.61,0.20,0.52,11.360,0.62,0.21,-0.02,11.360,0.64,0.10,-0.75,11.360,0.62,0.16,0.06,11.360,0.60,-0.03,0.92,11.360,0.61,-0.13,0.57,11.360,0.60,-0.02,0.94,11.360,0.64,-0.06,-0.98,11.360,0.64,0.06,-0.89,11.360,0.62,-0.17,0.06,11.360,0.63,0.13,-0.15,11.360,0.65,0.01,-1.23,11.360,0.63,0.16,-0.40,11.360,0.60,-0.11,0.84,11.360,0.64,-0.11,-0.75,11.360,0.63,0.12,-0.49,11.360,0.63,0.19,-0.36,11.360,0.62,-0.19,-0.08,11.360,0.65,0.05,-0.98
11.400,0.62,0.21,0.15,11.400,0.62,0.16,-0.43,11.400,0.64,0.07,-0.87,11.400,0.63,0.16,-0.23,11.400,0.60,0.01,0.95,11.400,0.61,-0.11,0.78,11.400,0.60,0.03,0.97,11.400,0.64,-0.09,-0.76,11.400,0.64,0.02,-0.93,11.400,0.61,-0.16,0.35,11.400,0.63,0.12,-0.39,11.400,0.65,-0.05,-1.14,11.400,0.64,0.13,-0.66,11.400,0.60,-0.07,0.99,11.400,0.63,-0.14,-0.68,11.400,0.64,0.10,-0.69,11.400,0.63,0.16,-0.58,11.400,0.62,-0.19,0.28,11.400,0.65,0.01,-1.05
11.440,0.63,0.21,-0.21,11.440,0.63,0.15,-0.46,11.440,0.64,0.03,-0.91,11.440,0.63,0.15,-0.50,11.440,0.60,0.05,0.90,11.440,0.60,-0.07,1.02,11.440,0.60,0.06,0.88,11.440,0.64,-0.12,-0.53,11.440,0.64,-0.02,-0.87,11.440,0.61,-0.14,0.66,11.440,0.64,0.10,-0.58,11.440,0.65,-0.09,-0.93,11.440,0.64,0.11,-0.86,11.440,0.60,-0.03,1.08,11.440,0.63,-0.17,-0.39,11.440,0.64,0.06,-0.84,11.440,0.64,0.14,-0.77,11.440,0.61,-0.17,0.62,11.440,0.65,-0.04,-1.05
11.480,0.63,0.20,-0.57,11.480,0.63,0.14,-0.48,11.480,0.64,-0.01,-0.94,11.480,0.64,0.12,-0.74,11.480,0.60,0.08,0.77,11.480,0.60,-0.03,1.09,11.480,0.61,0.10,0.72,11.480,0.63,-0.13,-0.34,11.480,0.64,-0.05,-0.77,11.480,0.60,-0.11,0.92,11.480,0.64,0.07,-0.72,11.480,0.64,-0.12,-0.71,11.480,0.64,0.06,-0.98,11.480,0.60,0.01,1.09,11.480,0.62,-0.18,0.08,11.480,0.64,0.03,-0.91,11.480,0.65,0.11,-1.05,11.480,0.60,-0.13,0.89,11.480,0.64,-0.08,-0.94
11.520,0.64,0.17,-0.86,11.520,0.64,0.12,-0.83,11.520,0.64,-0.04,-1.00,11.520,0.64,0.08,-0.92,11.520,0.61,0.11,0.60,11.520,0.60,0.03,1.02,11.520,0.61,0.12,0.49,11.520,0.63,-0.14,-0.14,11.520,0.64,-0.08,-0.70,11.520,0.60,-0.06,1.08,11.520,0.64,0.04,-0.81,11.520,0.64,-0.14,-0.53,11.520,0.65,0.02,-0.92,11.520,0.60,0.06,1.03,11.520,0.61,-0.16,0.52,11.520,0.64,-0.01,-0.91,11.520,0.65,0.06,-1.30,11.520,0.60,-0.09,1.08,11.520,0.64,-0.12,-0.76
11.560,0.65,0.12,-1.07,11.560,0.65,0.08,-1.18,11.560,0.64,-0.09,-0.99,11.560,0.65,0.04,-1.04,11.560,0.61,0.13,0.41,11.560,0.60,0.06,0.90,11.560,0.62,0.14,0.18,11.560,0.62,-0.15,0.09,11.560,0.64,-0.10,-0.59,11.560,0.60,-0.02,1.16,11.560,0.64,0.00,-0.85,11.560,0.63,-0.16,-0.31,11.560,0.64,-0.02,-0.74,11.560,0.60,0.10,0.90,11.560,0.61,-0.13,0.79,11.560,0.64,-0.05,-0.84,11.560,0.65,0.00,-1.30,11.560,0.59,-0.05,1.19,11.560,0.63,-0.14,-0.52
11.600,0.65,0.08,-1.24,11.600,0.65,0.01,-1.31,11.600,0.64,-0.13,-0.78,11.600,0.65,-7.89E-4,-1.08,11.600,0.62,0.14,0.19,11.600,0.60,0.09,0.82,11.600,0.62,0.14,-0.11,11.600,0.61,-0.14,0.34,11.600,0.63,-0.13,-0.33,11.600,0.60,0.03,1.23,11.600,0.64,-0.03,-0.82,11.600,0.62,-0.17,-0.04,11.600,0.64,-0.03,-0.70,11.600,0.61,0.13,0.71,11.600,0.60,-0.10,0.92,11.600,0.64,-0.08,-0.73,11.600,0.65,-0.05,-1.13,11.600,0.59,0.00,1.22,11.600,0.63,-0.16,-0.21
11.640,0.65,0.03,-1.41,11.640,0.65,-0.04,-1.17,11.640,0.63,-0.16,-0.39,11.640,0.65,-0.05,-1.03,11.640,0.62,0.15,-0.07,11.640,0.61,0.13,0.69,11.640,0.63,0.13,-0.30,11.640,0.61,-0.12,0.58,11.640,0.62,-0.14,-2.27E-4,11.640,0.60,0.08,1.19,11.640,0.64,-0.06,-0.72,11.640,0.62,-0.17,0.26,11.640,0.64,-0.06,-0.83,11.640,0.61,0.16,0.45,11.640,0.60,-0.06,1.01,11.640,0.63,-0.11,-0.55,11.640,0.65,-0.09,-0.97,11.640,0.59,0.05,1.18,11.640,0.62,-0.16,0.13
11.680,0.66,-0.04,-1.53,11.680,0.64,-0.08,-0.95,11.680,0.62,-0.16,-0.01,11.680,0.64,-0.09,-0.91,11.680,0.63,0.14,-0.36,11.680,0.61,0.15,0.39,11.680,0.63,0.11,-0.39,11.680,0.60,-0.09,0.77,11.680,0.62,-0.12,0.21,11.680,0.60,0.13,0.93,11.680,0.64,-0.09,-0.58,11.680,0.61,-0.15,0.56,11.680,0.64,-0.11,-0.84,11.680,0.62,0.17,0.14,11.680,0.60,-0.01,1.06,11.680,0.63,-0.13,-0.33,11.680,0.64,-0.13,-0.81,11.680,0.60,0.10,1.04,11.680,0.61,-0.15,0.44
11.720,0.65,-0.10,-1.45,11.720,0.64,-0.11,-0.81,11.720,0.62,-0.15,0.27,11.720,0.64,-0.12,-0.71,11.720,0.64,0.12,-0.61,11.720,0.62,0.16,0.05,11.720,0.64,0.10,-0.51,11.720,0.60,-0.05,0.89,11.720,0.62,-0.11,0.25,11.720,0.61,0.16,0.51,11.720,0.63,-0.11,-0.40,11.720,0.60,-0.12,0.84,11.720,0.63,-0.14,-0.56,11.720,0.63,0.17,-0.22,11.720,0.60,0.03,1.04,11.720,0.62,-0.14,-0.07,11.720,0.64,-0.16,-0.55,11.720,0.60,0.14,0.81,11.720,0.61,-0.12,0.64
11.760,0.65,-0.16,-1.16,11.760,0.64,-0.14,-0.64,11.760,0.61,-0.14,0.47,11.760,0.63,-0.14,-0.48,11.760,0.64,0.09,-0.79,11.760,0.63,0.15,-0.19,11.760,0.64,0.07,-0.70,11.760,0.60,-0.02,0.94,11.760,0.61,-0.11,0.34,11.760,0.62,0.17,0.09,11.760,0.63,-0.12,-0.20,11.760,0.60,-0.08,1.05,11.760,0.63,-0.16,-0.15,11.760,0.63,0.15,-0.54,11.760,0.60,0.07,0.94,11.760,0.62,-0.13,0.17,11.760,0.63,-0.18,-0.21,11.760,0.61,0.17,0.51,11.760,0.60,-0.09,0.72
11.800,0.64,-0.20,-0.73,11.800,0.63,-0.17,-0.38,11.800,0.61,-0.11,0.65,11.800,0.63,-0.16,-0.20,11.800,0.64,0.05,-0.89,11.800,0.63,0.14,-0.35,11.800,0.64,0.04,-0.88,11.800,0.60,0.02,0.95,11.800,0.61,-0.10,0.62,11.800,0.62,0.16,-0.18,11.800,0.62,-0.13,0.01,11.800,0.60,-0.04,1.16,11.800,0.62,-0.15,0.17,11.800,0.64,0.12,-0.76,11.800,0.60,0.11,0.77,11.800,0.61,-0.12,0.37,11.800,0.62,-0.17,0.09,11.800,0.62,0.18,0.19,11.800,0.60,-0.06,0.76
11.840,0.63,-0.22,-0.27,11.840,0.62,-0.17,-0.04,11.840,0.60,-0.08,0.82,11.840,0.62,-0.16,0.08,11.840,0.64,0.01,-0.96,11.840,0.64,0.13,-0.58,11.840,0.64,-2.80E-4,-0.96,11.840,0.60,0.06,0.91,11.840,0.60,-0.06,0.94,11.840,0.63,0.15,-0.33,11.840,0.62,-0.12,0.20,11.840,0.60,0.01,1.16,11.840,0.62,-0.14,0.38,11.840,0.64,0.09,-0.89,11.840,0.61,0.14,0.54,11.840,0.61,-0.10,0.54,11.840,0.61,-0.17,0.31,11.840,0.62,0.18,-0.13,11.840,0.60,-0.03,0.87
11.880,0.62,-0.22,0.15,11.880,0.62,-0.17,0.28,11.880,0.60,-0.05,0.94,11.880,0.61,-0.15,0.36,11.880,0.64,-0.03,-0.99,11.880,0.64,0.10,-0.92,11.880,0.64,-0.04,-0.92,11.880,0.60,0.10,0.82,11.880,0.60,-0.01,1.07,11.880,0.63,0.14,-0.46,11.880,0.61,-0.11,0.36,11.880,0.60,0.06,1.07,11.880,0.61,-0.12,0.58,11.880,0.65,0.05,-0.96,11.880,0.61,0.15,0.28,11.880,0.61,-0.08,0.71,11.880,0.61,-0.15,0.52,11.880,0.63,0.17,-0.43,11.880,0.60,0.00,1.03
11.920,0.61,-0.20,0.50,11.920,0.61,-0.15,0.56,11.920,0.60,-0.01,1.00,11.920,0.61,-0.13,0.62,11.920,0.64,-0.07,-0.92,11.920,0.65,0.05,-1.12,11.920,0.64,-0.08,-0.79,11.920,0.61,0.13,0.61,11.920,0.60,0.04,0.95,11.920,0.64,0.12,-0.67,11.920,0.61,-0.10,0.57,11.920,0.60,0.10,0.91,11.920,0.61,-0.09,0.77,11.920,0.65,0.01,-1.03,11.920,0.62,0.16,0.00,11.920,0.60,-0.04,0.85,11.920,0.60,-0.13,0.79,11.920,0.64,0.15,-0.71,11.920,0.60,0.05,1.11
11.960,0.60,-0.18,0.80,11.960,0.60,-0.12,0.80,11.960,0.60,0.03,0.98,11.960,0.60,-0.10,0.82,11.960,0.64,-0.10,-0.73,11.960,0.65,0.00,-1.07,11.960,0.64,-0.11,-0.61,11.960,0.62,0.15,0.30,11.960,0.60,0.07,0.75,11.960,0.65,0.09,-0.92,11.960,0.60,-0.07,0.81,11.960,0.61,0.13,0.69,11.960,0.60,-0.06,0.89,11.960,0.65,-0.03,-1.05,11.960,0.63,0.15,-0.28,11.960,0.60,-0.01,0.90,11.960,0.60,-0.09,1.04,11.960,0.64,0.11,-0.94,11.960,0.60,0.10,0.95
12.000,0.60,-0.14,1.04,12.000,0.60,-0.08,1.00,12.000,0.60,0.07,0.87,12.000,0.60,-0.06,0.98,12.000,0.63,-0.13,-0.44,12.000,0.65,-0.04,-0.94,12.000,0.63,-0.13,-0.40,12.000,0.62,0.15,-0.03,12.000,0.61,0.09,0.60,12.000,0.65,0.04,-1.11,12.000,0.60,-0.03,0.96,12.000,0.61,0.16,0.45,12.000,0.60,-0.02,0.94,12.000,0.64,-0.08,-0.98,12.000,0.63,0.14,-0.53,12.000,0.60,0.03,0.86,12.000,0.59,-0.04,1.21,12.000,0.65,0.07,-1.12,12.000,0.61,0.13,0.67
12.040,0.59,-0.09,1.23,12.040,0.60,-0.04,1.10,12.040,0.60,0.11,0.70,12.040,0.60,-0.02,1.05,12.040,0.63,-0.14,-0.15,12.040,0.64,-0.07,-0.86,12.040,0.63,-0.14,-0.16,12.040,0.63,0.14,-0.30,12.040,0.61,0.11,0.51,12.040,0.65,-0.01,-1.16,12.040,0.60,0.02,0.95,12.040,0.62,0.17,0.16,12.040,0.60,0.02,0.93,12.040,0.64,-0.11,-0.82,12.040,0.64,0.11,-0.75,12.040,0.60,0.06,0.76,12.040,0.59,0.01,1.23,12.040,0.65,0.02,-1.21,12.040,0.61,0.15,0.43
12.080,0.59,-0.04,1.34,12.080,0.60,0.01,1.13,12.080,0.61,0.13,0.48,12.080,0.60,0.02,1.05,12.080,0.62,-0.14,0.08,12.080,0.64,-0.11,-0.79,12.080,0.62,-0.14,0.07,12.080,0.63,0.13,-0.50,12.080,0.62,0.13,0.33,12.080,0.65,-0.05,-1.07,12.080,0.60,0.05,0.85,12.080,0.63,0.17,-0.16,12.080,0.60,0.06,0.86,12.080,0.63,-0.14,-0.59,12.080,0.64,0.07,-0.90,12.080,0.61,0.09,0.64,12.080,0.60,0.06,1.14,12.080,0.65,-0.03,-1.20,12.080,0.62,0.16,0.16
12.120,0.59,0.02,1.36,12.120,0.60,0.05,0.95,12.120,0.62,0.15,0.23,12.120,0.60,0.07,0.96,12.120,0.62,-0.13,0.27,12.120,0.64,-0.14,-0.58,12.120,0.61,-0.13,0.30,12.120,0.64,0.10,-0.68,12.120,0.62,0.15,0.04,12.120,0.64,-0.10,-0.89,12.120,0.61,0.08,0.74,12.120,0.63,0.16,-0.41,12.120,0.61,0.09,0.74,12.120,0.63,-0.16,-0.30,12.120,0.64,0.03,-0.99,12.120,0.61,0.11,0.49,12.120,0.60,0.11,0.97,12.120,0.65,-0.08,-1.10,12.120,0.63,0.17,-0.20
12.160,0.59,0.07,1.27,12.160,0.60,0.09,0.68,12.160,0.62,0.15,-0.03,12.160,0.60,0.10,0.80,12.160,0.61,-0.12,0.45,12.160,0.63,-0.16,-0.25,12.160,0.61,-0.12,0.54,12.160,0.64,0.07,-0.84,12.160,0.63,0.14,-0.27,12.160,0.64,-0.13,-0.68,12.160,0.61,0.11,0.58,12.160,0.64,0.13,-0.62,12.160,0.61,0.12,0.55,12.160,0.62,-0.17,0.02,12.160,0.65,-0.01,-1.02,12.160,0.62,0.13,0.26,12.160,0.60,0.14,0.74,12.160,0.64,-0.12,-0.91,12.160,0.63,0.15,-0.58
12.200,0.60,0.12,1.09,12.200,0.60,0.10,0.60,12.200,0.63,0.14,-0.29,12.200,0.61,0.13,0.59,12.200,0.61,-0.10,0.62,12.200,0.62,-0.16,0.06,12.200,0.61,-0.09,0.78,12.200,0.64,0.03,-0.93,12.200,0.63,0.12,-0.53,12.200,0.63,-0.15,-0.45,12.200,0.61,0.13,0.30,12.200,0.64,0.11,-0.86,12.200,0.61,0.14,0.34,12.200,0.61,-0.16,0.34,12.200,0.64,-0.05,-0.97,12.200,0.62,0.14,-0.03,12.200,0.61,0.17,0.48,12.200,0.64,-0.15,-0.66,12.200,0.64,0.11,-0.79
